gene,synthesis_perCell_perMin
YLR143W,0.160561979
YLR368W,0.101530855
YLR126C,0.046605564
YLR423C,0.028661187
YLR197W,1.782788576
YLL034C,0.34191953
YLR065C,0.116963877
YLL031C,0.263795596
YLR419W,0.337529876
YLR405W,0.133894682
YLR093C,0.190122569
YLR085C,0.102981129
YLR246W,0.083265297
YLR289W,0.077613176
YLR114C,0.248861003
YLR146C,0.084915309
YLR082C,0.067977586
YLL043W,2.018253089
YLR337C,0.010882882
YLR039C,0.184002055
YLR457C,0.036875599
YLR377C,0.627504309
YLR319C,0.097188231
YLL003W,0.080438686
YLR407W,0.143987433
YLR336C,0.268948437
YLR430W,0.398245352
YLR347C,0.789701387
YLR324W,0.125168624
YLR460C,0.634555645
YLR113W,0.312963372
YLR046C,0.034629208
YLR125W,0.035181132
YLR196W,0.505007975
YLL061W,0.285571645
YLR163C,0.355394789
YLL014W,0.163875497
YLR129W,0.781638816
YLR173W,0.071224942
YLR090W,0.130030656
YLR259C,4.144258546
YLR401C,0.558899449
YLL058W,0.112816672
YLR467W,0.348194283
YLR313C,0.065484706
YLR303W,0.192735218
YLR154W-B,0.001026579
YLL029W,0.741033072
YLR015W,0.085882358
YLR081W,21.72162002
YLR166C,0.153583227
YLR383W,0.102678835
YLR035C,0.047602158
YLR044C,2.087289217
YLR192C,0.963259666
YLR367W,0.674050012
YLR309C,0.134202703
YLR029C,2.274387488
YLR146W-A,0.084875739
YLR175W,1.119754033
YLL051C,0.195650549
YLR438C-A,0.372966527
YLR209C,0.058795232
YLR361C,0.081167661
YLR389C,0.309185492
YLR290C,0.045916102
YLR270W,0.105430912
YLR223C,0.326820833
YLR195C,0.211614917
YLL016W,0.103208296
YLR398C,0.34867651
YLR418C,0.240778897
YLR010C,0.028185489
YLR431C,0.083625151
YLR364W,0.041628592
YLR083C,0.376991949
YLR274W,0.195655073
YLR055C,0.162059287
YLL042C,0.008810499
YLR211C,0.029154019
YLR105C,0.04136073
YLR318W,0.029658253
YLR262C-A,0.388767614
YLR372W,0.581754132
YLR154W-C,0.02625221
YLR312W-A,0.293630133
YLR188W,0.229538205
YLR159W,0.019282469
YLR241W,0.172475896
YLR360W,0.068794969
snR30,1.037784078
YLR205C,0.191768036
YLR161W,0.080075581
YLR287C,0.179513716
YLR410W,0.613623098
YLR097C,0.078614556
YLR397C,0.260050508
YLR399C,0.508830999
YLR453C,0.033162306
YLL057C,0.008312829
YLR249W,5.916538912
YLR151C,0.064925953
YLR260W,0.272770319
YLR133W,0.205936925
YLL011W,0.410468779
YLR384C,0.586677689
YLR408C,0.019831282
YLR018C,0.161094908
YLR447C,0.252156188
YLR361C-A,0.039656975
YLR112W,0.021673725
YLR435W,0.21604531
snR34,0.205939764
YLR316C,0.070967744
YLR277C,0.282163803
YLR229C,0.239157351
YLR086W,0.185762482
YLR330W,0.212773152
YLR258W,0.208458346
YLR174W,0.8152158
YLR154W-F,0.005256697
tK(UUU)L,0.003631451
YLR382C,0.244452425
YLR137W,0.04992704
YLR087C,0.354307534
YLL049W,0.026824289
RDN37-1,2.027258012
YLL009C,0.15273634
YLR036C,0.038874292
YLR118C,0.051231817
YLR138W,0.263716506
YLR284C,0.035282805
YLR307C-A,0.099820057
YLR248W,0.343613777
YLR127C,0.133127575
YLR002C,0.389349228
YLR168C,1.476318911
YLR342W-A,0.052806634
YLR189C,0.161972963
YLR051C,0.179634229
YLL018C,0.781335165
YLR392C,0.119296034
YLR312C,0.074245693
YLR141W,0.049776393
YLL038C,0.48983073
YLR257W,0.249423263
YLR108C,0.163764903
YLR287C-A,1.176862591
YLR154W-E,0.081331528
YLR003C,0.363195884
YLR221C,0.256374961
YLR464W,0.060621159
YLR441C,1.528528309
YLR178C,0.043579659
YLR028C,0.646724398
YLR043C,0.317234813
YLR218C,0.073690901
YLR243W,0.159776251
YLR148W,0.180690081
RDN37-2,1.726149375
YLR154W-A,0.012807558
YLR242C,0.013754567
YLR351C,0.15580399
YLR306W,0.027788872
YLR130C,0.206563267
YLR183C,0.229673725
YLR326W,0.05250968
YLR024C,0.177836803
YLR442C,0.130188342
YLR061W,1.875448589
YLR386W,0.171740715
YLR387C,0.221809941
YLR422W,0.557491502
YLR354C,0.741660058
YLL039C,1.065565715
YLR208W,0.424172341
YLR005W,0.16575627
YLR076C,0.00053217
YLR451W,0.111704485
YLR454W,0.38957599
YLR132C,0.022292851
YLR182W,0.3430792
YLR038C,1.407194558
YLR107W,0.089949007
YLR305C,1.08589018
YLR070C,0.022601231
YLR226W,0.123840842
YLL048C,0.727319812
YLR057W,0.121857123
YLR348C,0.263084687
YLR050C,0.067475753
YLR332W,0.144447194
YLR369W,0.209042325
RDN5-1,0.002255666
YLR417W,0.094560395
YLR179C,0.073816095
YLR371W,0.266234606
YLR222C,0.538453013
YLR440C,0.138428347
YLR165C,0.021921687
YLR421C,0.1962948
YLR016C,0.060360769
YLL022C,0.08483181
YLL067C,0.82861934
YLR359W,0.307487535
YLR067C,0.112441354
YLL013C,0.178331804
YLR320W,0.130767204
YLL004W,0.062200321
YLR100W,0.262769678
YLR088W,0.14370202
YLL040C,0.597465422
YLR035C-A,0.059624127
YLR157C-B,0.298857031
YPL208W,0.108170752
YPL217C,0.418321734
snR41,0.072177715
YPL009C,0.602476196
YPL183C,0.470248114
YPR194C,0.298624992
YPR101W,0.156483913
YPL224C,0.164561664
snR17b,0.271311011
YPR204W,0.38848884
YPR103W,0.376275349
YPR155C,0.203315795
YPL244C,0.119592706
YPR141C,0.083615682
YPL275W,0.073600689
YPL240C,8.163143323
YPR188C,0.057404433
YPL111W,0.858456926
YPR119W,0.159676371
YPL006W,0.167030461
YPR161C,0.247637508
YPL092W,0.062268887
YPL091W,0.621927813
YPL163C,0.053354773
YPR069C,0.289030304
YPL175W,0.20006157
YPL088W,0.048450093
YPL125W,0.307489407
YPL090C,1.710450167
YPR198W,0.089996975
YPL051W,0.082468705
YPR202W,0.118641946
YPL270W,0.291856144
YPR058W,0.07048657
YPR110C,0.862842169
YPL042C,0.111405632
YPL172C,0.171137232
YPL039W,0.066922531
YPR051W,0.095658561
YPR134W,0.091708059
YPR118W,0.278677469
YPL123C,0.043413717
YPL144W,0.082739195
YPL140C,0.073057773
snR70,0.031613966
YPL045W,0.118677493
YPL263C,0.166989248
YPL097W,0.162663494
YPR124W,0.053307006
YPR004C,0.270502292
YPR080W,11.78920892
YPL162C,0.051663394
YPL200W,0.034557591
YPR057W,0.195479751
YPR100W,0.148765839
YPR033C,0.750442167
YPR151C,0.137171017
YPR180W,0.086112251
YPL210C,0.409053611
YPL155C,0.099246401
YPL225W,0.32154864
YPL266W,0.208120487
YPR002W,0.871641688
YPR108W,0.451777829
YPR200C,0.007109669
YPL058C,3.830227748
YPR088C,0.359563141
YPL254W,0.115368111
YPR010C-A,1.504152359
YPL223C,0.003704838
YPR056W,0.091180062
YPR006C,0.37633129
YPR113W,0.099906885
YPR020W,1.030533027
YPL160W,1.273800786
YPL147W,0.104058642
YPL107W,0.179904281
YPR049C,0.129179497
YPL087W,0.125428083
YPL184C,0.147254671
YPR111W,0.199115347
YPR189W,0.336212063
YPL020C,0.121192599
YPL196W,0.078514045
YPR135W,0.165335171
YPL052W,0.065212264
YPR112C,0.303556456
YPL186C,0.042146033
YPR148C,0.241630523
YPL276W,0.044490321
YPR143W,0.301248644
YPL034W,0.055430847
YPL116W,0.199312981
YPL012W,1.051810404
YPL017C,0.007474825
YPL010W,0.216441733
YPR173C,0.207852369
YPL233W,0.060981407
YPR024W,0.786680009
YPR191W,2.228117246
YPL063W,0.335562103
YPL149W,0.155463563
YPR166C,0.155499586
YPR167C,0.043949661
YPL231W,2.160121727
YPR147C,0.072199845
YPR164W,0.237377499
YPR001W,0.294366649
YPR178W,0.066628404
YPL019C,1.047699101
YPL022W,0.273511626
YPL001W,0.129058254
YPR083W,0.154543449
YPR195C,0.020732744
YPL211W,0.330935688
YPR003C,0.079834435
YPL181W,0.29959535
YPL040C,0.327130679
YPR159W,0.52055557
YPL002C,0.058283825
YPL227C,0.071559911
YPL151C,0.103228994
YPR037C,0.076809293
YPR184W,0.151729205
tK(UUU)P,0.012819684
YPL154C,0.406153629
YPR094W,0.116160449
YPR082C,0.186975105
YPR133C,0.309165373
YPL047W,0.095418922
YPR070W,0.180612701
YPL176C,0.156467729
YPL220W,0.791930908
YPL065W,0.033156714
YPL074W,0.186812722
YPL167C,0.087818008
YPR185W,0.094770775
YPR145W,3.517504675
YPL193W,0.157106665
YPL003W,0.046272288
YPL178W,0.336121173
YPL013C,0.184951714
YPL103C,0.145544639
YPR028W,0.211072029
YPL024W,0.093184244
YPR131C,0.07681198
YPL221W,0.675197573
YPR073C,0.143351353
YPL262W,1.241854589
snR45,0.088475524
YPR036W,0.539725203
YPL031C,0.204269621
YPL053C,0.169886614
YPR109W,0.095328121
YPR104C,0.174891831
YPR190C,0.63825901
YPL043W,0.303102259
YPL108W,0.07822167
YPL168W,0.063144971
YPR018W,0.109064746
YPR132W,0.881361218
YPL222C-A,0.017212083
YPR137W,0.333131069
YPL029W,0.136638898
YPL113C,0.099754151
YPL281C,0.003394202
YPL023C,0.383151857
YPR047W,0.076584679
YPL119C-A,0.018914672
YPL194W,0.044726536
YPR165W,0.676948692
YPR093C,0.113624205
YPL101W,0.25667111
YPL064C,0.071921901
YPL099C,0.14147039
YPR023C,0.263622706
YPL134C,0.532280353
YPL153C,0.067515161
YPL222W,0.064605258
YPR075C,0.233569119
YPL118W,0.393996282
YPR045C,0.105739138
YPR011C,0.113210518
YPL139C,0.226422849
YPL005W,0.05756594
YPL104W,0.156947097
YPL188W,0.177866817
YPL201C,0.176904252
YPL207W,0.400806338
YPR021C,0.275784527
YPL132W,0.12213496
YPL171C,1.329709561
YPR187W,0.444095705
YPL007C,0.091221453
YPL242C,0.252834639
YPR086W,0.203879416
YPR117W,0.374589304
YPL086C,0.437344684
YPL269W,0.034922252
YPR105C,0.212835367
YPR176C,0.124960969
YPL191C,0.061645431
YPR163C,0.871665696
YPR160W,0.175395446
YPL235W,0.263879164
YPR128C,0.336054507
YPL173W,0.225196931
YPR098C,0.061265433
YPL260W,0.536515391
YPR095C,0.104086378
YPR010C,1.563183955
YPL268W,0.158304205
YPL283C,1.07614513
YPL206C,0.124596794
YPR055W,0.347887088
YPR138C,0.123006323
YPL243W,0.610569666
YPR127W,0.057151786
YPL095C,0.055138206
YPR041W,0.930717377
YPL048W,0.202933405
YPL117C,0.525915824
YPL214C,0.100759568
YPL203W,0.149369452
YPL273W,0.412214024
YPR081C,0.067833543
YPR097W,0.317104427
YPL274W,0.204911306
YPL050C,0.42166576
YPL110C,0.181694861
YPL161C,0.099639162
YPR022C,0.370009897
YPR175W,0.135155707
YPL150W,0.171748543
YPL170W,0.112823028
YPL245W,0.05597087
YPR140W,0.122533541
YPR048W,0.194869059
YPR102C,0.777170172
YPL036W,0.044459584
YPR015C,0.003656855
YPL146C,0.315014974
YPR107C,0.11744902
YPL082C,0.752495244
YPL216W,0.053636001
YPL230W,0.043310788
YPL109C,0.131044814
YPR026W,0.115262368
YPL060W,0.069314143
YPR029C,0.295528884
YPL106C,5.529417802
YPR085C,0.066373154
YPL008W,0.106686502
YPR152C,0.041298669
YPL212C,0.494995575
YPL078C,1.366222825
YPL195W,0.292701861
YPR060C,0.139194517
YPL018W,0.102051852
YPL259C,0.199408668
YPR150W,0.005895763
YPR179C,0.088655758
YPL028W,0.570322432
YPR031W,0.099118798
YPR137C-B,0.088597835
YPR158W-B,0.075847177
YPL060C-A,0.063738499
YMR172W,0.061932251
YMR027W,0.215650647
YMR191W,0.138223827
YMR244C-A,0.103962276
YMR091C,0.188777619
YMR180C,0.031568895
YML088W,0.087129542
YMR318C,2.038185632
YMR115W,0.222364197
YMR105C,0.306589097
YMR083W,0.521784619
YML085C,0.289283714
YMR304W,0.252477775
YML087C,0.141042295
YMR308C,0.983409459
YML001W,0.234410123
YMR319C,0.09007309
YML073C,0.47889442
YMR233W,0.066523296
YMR048W,0.053110268
YML030W,0.118496698
YMR260C,0.759502959
YML064C,0.068516556
YML132W,0.086014297
YMR112C,0.094328381
YML127W,0.240960679
YMR096W,0.0510282
YML133C,0.390194363
YMR120C,0.053853797
YML100W-A,0.006613267
YML049C,0.24927526
YMR065W,0.016421034
YMR098C,0.1573303
YMR302C,0.340630199
YML060W,0.077957842
YMR080C,0.530541007
YMR294W,0.048444823
YMR167W,0.195997463
YMR100W,0.221658409
YMR183C,0.297593253
YML021C,0.026086963
YMR157C,0.1365779
YMR110C,0.20137721
YMR097C,0.108762888
YML011C,0.03796718
YML082W,0.195480161
YMR300C,0.167237381
YMR262W,0.035398205
YMR066W,0.09238399
YMR200W,0.301794754
YMR297W,0.346573748
YML026C,1.517818663
YMR143W,0.76151038
YML069W,0.261142341
YML050W,0.063191382
YMR211W,0.14219658
snR74,0.005573744
YMR142C,1.461066084
YMR077C,0.072813636
YMR284W,0.052335865
YMR089C,0.283143655
snR83,0.449401887
YMR099C,0.145174733
YMR132C,0.073271529
YML115C,0.224029771
snR11,0.307193403
YMR044W,0.110235531
YML131W,0.785223031
YML038C,0.198102184
YMR036C,0.091850247
YML012W,0.400182506
YML100W,0.182779525
YML099C,0.154357714
YMR207C,0.197114797
YML008C,1.080850433
YMR216C,0.561941404
YML104C,0.122719398
YMR168C,0.171429074
YML063W,1.767003286
YMR177W,0.151969838
YMR014W,0.229687297
YMR020W,0.052605636
snR86,0.437012871
YMR208W,0.258704978
YML098W,0.113538605
YML028W,1.064112775
YMR285C,0.115740983
YMR040W,0.024588753
YML128C,0.092520558
YML022W,0.369101781
YMR299C,0.044880392
YMR119W,0.09611678
YMR024W,0.290555768
YMR033W,0.279483525
YMR305C,0.210206788
YMR162C,0.196421356
YMR158W,0.161028663
YMR210W,0.118137217
YMR241W,0.458590811
YMR235C,0.496159113
YMR047C,0.783601202
YMR259C,0.262761376
YMR026C,0.145369892
YML010W,0.466131038
YMR150C,0.07423128
YML032C,0.208722148
YML018C,0.306290366
YML081W,0.195103968
YMR003W,0.060080642
YMR257C,0.139153902
YML068W,0.061724001
YMR060C,0.094666771
YMR295C,0.485696662
YML080W,0.182366369
YMR239C,0.17662783
YMR114C,0.051339728
YMR088C,0.212744107
YMR103C,0.448577659
YMR303C,2.881377223
YMR316W,0.132978368
YML017W,0.155318645
YMR104C,0.466494862
YMR155W,0.06414392
YMR313C,0.14479065
YML096W,0.153688519
YML016C,0.16868459
YML006C,0.156221856
YMR178W,0.077620952
YML109W,0.258502777
YML014W,0.091939654
YML106W,0.605178193
YMR193W,0.199607897
YML079W,0.112002436
YMR174C,0.032265917
YMR218C,0.118429093
YMR001C,0.199219781
YML121W,0.104521991
YMR217W,0.972171963
YML042W,0.193122133
YMR287C,0.150160883
YMR289W,0.108686174
YML048W,0.65910345
YMR250W,0.057253557
YML046W,0.112866778
YML004C,0.338451556
YMR071C,0.124160258
YMR229C,1.374178337
YMR301C,0.183923823
YMR002W,0.913249453
YML019W,0.098525623
YMR176W,0.157762107
YML108W,0.16766443
YMR198W,0.065145551
YML093W,0.643811571
YMR116C,1.675756695
YMR196W,0.112203036
YMR070W,0.099236489
YMR170C,0.032048444
YMR019W,0.120255591
YMR165C,0.124946521
YMR184W,0.120467548
YMR316C-B,0.027101729
YMR107W,0.026426991
YMR270C,0.136005955
YMR035W,0.113107235
YMR108W,7.135599419
YML002W,0.034135529
YMR278W,0.126207256
YMR185W,0.120273505
YMR304C-A,0.002654907
YMR258C,0.123654531
YMR023C,0.041871452
YMR041C,0.066493319
YMR029C,0.191115265
YMR092C,0.375741455
YMR138W,0.034197352
YMR053C,0.024132559
YMR220W,0.280761627
YMR087W,0.060637431
YMR251W,0.04614765
YMR256C,1.488667002
YMR214W,0.288281615
YML117W,0.364294134
YMR271C,0.01275147
YMR226C,0.243398636
YML110C,0.125737075
YML007W,0.655069373
YMR190C,0.152352102
YMR264W,0.153530219
YML024W,1.285570804
YMR238W,0.137461618
YML061C,0.140651901
YMR130W,0.162413286
YMR005W,0.613782796
YMR054W,0.337890993
YMR209C,0.091814674
YML102W,0.152079951
YMR074C,0.082021812
YML065W,0.112949002
YMR243C,0.370695252
snR85,0.057578412
YML071C,0.1283818
YML070W,0.151951262
YMR125W,0.617169064
YML105C,0.191603513
YMR293C,0.078002955
YML124C,0.296030362
YMR090W,0.050763762
YML029W,0.161690679
YMR171C,0.1907439
YMR188C,0.189052729
YMR230W,0.691505281
YMR267W,0.370368795
YMR247C,0.293691674
YMR251W-A,2.750551906
YMR228W,0.092924718
YMR153W,0.181559137
YMR056C,0.055226759
YMR282C,0.180098706
YMR062C,0.082250593
YML067C,0.136307887
YML107C,0.084685534
YMR113W,0.090250247
YMR263W,0.057724784
YML034W,0.135161938
YMR131C,0.742671321
YMR034C,0.122357373
YML103C,0.321215302
YMR306W,0.020469416
YMR169C,0.02356699
YMR186W,6.363236572
YML059C,0.169529617
YMR013C,0.049512218
YMR127C,0.07464328
YMR212C,0.302707051
YMR061W,0.175194485
YMR288W,0.164319057
YMR265C,0.090962094
YML116W,0.371819302
YML130C,1.307982704
YMR292W,0.080907737
YMR137C,0.062408603
YML062C,0.093856507
YML035C,0.388064227
YMR173W,0.016602102
YML036W,0.065238268
YMR021C,0.092121213
YMR135C,0.177912318
YMR129W,0.349127746
YMR045C,0.083982504
YMR050C,0.138884131
YML045W,0.18155369
YML039W,0.263174917
YBL055C,0.118281913
YBR293W,0.034280149
YBR115C,0.460459608
YBR241C,0.067431168
YBL037W,0.168178576
YBR019C,30.16026393
YBR022W,0.128557713
YBL022C,0.586666847
snR161,0.01559102
YBR179C,0.236679411
YBR247C,0.387204032
YBR218C,0.533420195
YBR244W,0.077106073
YBR160W,0.200607146
YBL080C,0.071596602
YBR294W,0.114466204
YBR111W-A,0.148604916
YBR229C,0.179706824
YBR042C,0.094988929
YBR150C,0.12200056
YBR298C,0.072093929
YBR143C,0.95168138
YBR014C,0.169066888
YBR259W,0.069434561
YBL074C,0.046792622
YBR097W,0.149924298
YBR136W,0.154503449
YBR039W,1.146255329
YBL067C,0.499574752
YBR087W,0.158202307
YBR121C,0.922806347
YBR026C,0.226756927
YBR176W,0.083411636
YBR230W-A,0.105607835
YBR090C,0.085283743
YBR044C,0.185728017
YBR216C,0.110735474
YBR271W,0.146900877
YBR084W,0.637347302
YBR065C,0.067918444
YBR245C,0.965850012
YBR068C,1.510922425
YBR041W,0.140593929
YBR252W,0.257435726
YBL082C,0.135168128
YBL098W,0.086994226
YBR117C,0.004717958
YBR169C,0.3005793
YBR207W,0.36623373
YBL106C,0.047165835
YBR237W,0.099991744
YBR149W,0.762917229
YBL063W,0.09037335
YBR002C,0.110104084
YBR023C,0.450586643
YBL088C,0.308125573
YBL093C,0.1635698
YBL091C,0.211558486
YBR142W,0.630500356
YBR010W,6.126703397
YBL060W,0.067120119
YBR025C,1.594125238
YBR101C,1.270821484
YBR053C,0.049373267
YBL059C-A,0.258378064
YBL042C,0.282403909
YBL039C,0.941435172
YBR217W,0.042216114
YBL003C,3.242714941
YBR069C,1.898019422
YBL038W,0.268947569
YBR081C,0.279059994
YBL028C,0.909144226
YBR264C,0.079391607
YBR043C,0.148282822
YBL059W,0.082706545
YBR233W-A,0.068293186
YBR126C,0.299683886
YBR281C,0.159373881
YBR159W,0.238698406
YBR118W,12.81190857
YBL004W,0.964281693
YBR163W,0.067439491
YBR008C,0.487370004
YBL015W,1.058944591
YBL018C,0.071499519
YBR077C,0.103098628
YBL087C,0.603814623
YBR168W,0.044212696
LSR1,4.376272256
YBR200W,0.521222651
YBR248C,0.342860403
YBR145W,0.023024257
YBL047C,0.410672793
YBL014C,0.244667375
YBR062C,0.085006256
YBR251W,0.223500941
YBR199W,0.223213016
YBR054W,0.175700057
YBR072W,0.016766507
YBL001C,0.178959031
YBR110W,0.164059971
YBL111C,0.089890583
YBL036C,0.163150219
YBR096W,0.084272914
YBR030W,0.142490618
YBL076C,1.331489232
YBR256C,0.224908509
YBR162W-A,0.253059447
YBR297W,0.152147189
YBR011C,0.185337371
YBR089C-A,0.276416473
YBR296C,1.230764409
YBL040C,0.204833365
YBR165W,0.052764522
YBL026W,0.253661512
YBR280C,0.070313159
YBR175W,0.051962215
YBL057C,0.109063176
YBR192W,0.170159324
YBR302C,0.041922101
YBR254C,0.082987221
YBR204C,0.072742021
YBR220C,0.104836337
YBR290W,0.161451015
YBR263W,0.297840427
YBR272C,0.130596154
YBR210W,0.084632659
YBR106W,0.6480566
YBR005W,0.158275697
YBR166C,0.176308528
YBR161W,0.021079039
YBR255W,0.082268488
YBR205W,0.137148002
YBR206W,0.010406414
YBR122C,0.381652264
YBR295W,0.150737754
YBR001C,0.332290471
YBR288C,0.176102385
YBR282W,0.227106072
YBL072C,3.576943037
YBR103W,0.154331171
YBR107C,0.046210359
YBL075C,0.084981476
YBR006W,0.048013107
YBR196C,1.266315217
YBR236C,0.202791143
YBR276C,0.221644844
YBR036C,0.494107904
YBR291C,0.074629701
YBR137W,0.132586449
YBR017C,0.281945819
YBL023C,0.198727957
YBR127C,0.471067472
YBR035C,0.139727994
YBL017C,0.385505069
YBL104C,0.243187457
YBR020W,22.04648131
YBR085C-A,0.758694761
YBR123C,0.154028159
YBL045C,1.776996175
YBR154C,0.652089949
YBR278W,0.070100134
YBR273C,0.160515272
YBR104W,0.053788262
YBL079W,0.84491231
YBR203W,0.383674875
YBR184W,0.014493523
YBR170C,0.259458184
YBR133C,0.232340315
YBR275C,0.229638298
YBL052C,0.108431579
YBR283C,0.661559606
YBR094W,0.173219218
YBR258C,0.038463559
YBR201W,0.091250208
YBR070C,0.055654399
YBR198C,0.372763281
YBL056W,0.443694251
YBR257W,0.099516774
YBL008W,0.119913951
YBR181C,1.674005978
YBR052C,0.14371014
YBR093C,0.092531157
YBR056W,0.130731997
YBR141C,0.06066706
YBR151W,0.132137651
YBL090W,0.120064366
YBL105C,0.305764026
YBL102W,0.160592762
YBL011W,0.367838305
YBR095C,0.142321954
YBR066C,0.014500655
YBR046C,0.390194916
YBR235W,0.147017026
YBR274W,0.089027207
YBL006C,0.279179098
YBR037C,0.07301555
YBR055C,0.166858971
YBL019W,0.079536484
YBR164C,0.132001581
YBL020W,0.218918871
YBR208C,0.167358416
YBL097W,0.088224811
YBR183W,0.040862425
YBR268W,0.129387317
YBR058C-A,0.173767217
YBL061C,0.156786754
YBR114W,0.067167717
YBR219C,0.017211038
YBR299W,0.036030146
YBR191W,1.143476627
YBR125C,0.19183656
YBL069W,0.069818003
YBR074W,0.259463858
YBR187W,0.229215053
YBL021C,0.539195106
YBL049W,0.010939137
YBL095W,0.125596062
YBR073W,0.049009549
YBR063C,0.05317521
YBR028C,0.18921148
YBR129C,0.097045279
YBL050W,0.18106759
YBL058W,0.652450522
YBR024W,0.039436238
YBL005W-B,0.136668696
YBR012W-B,0.088922048
YBL100W-B,0.027712651
YNL306W,0.141281339
YNL137C,0.277558433
YNL331C,0.024651416
YNL297C,0.691245442
YNL102W,0.343506655
YNR026C,0.211206102
YNL182C,0.307153238
YNR001C,3.187314463
YNL315C,0.176983878
YNL221C,0.335436295
YNR052C,0.260527291
YNL061W,0.572923715
YNL284C,0.269092967
YNR040W,0.182844186
YNL246W,0.109794241
YNL121C,0.600159984
YNR055C,0.208665579
YNL039W,0.149316748
YNR036C,0.319817419
YNL119W,0.146807297
YNL277W,0.241173933
YNL126W,0.09565409
YNR041C,0.16156263
YNL301C,0.811063914
YNL026W,0.162326584
YNL067W,1.741007984
YNL162W,2.053590811
YNL257C,0.176431259
YNL323W,0.167014179
YNL003C,0.186413521
YNL048W,0.144691923
YNL224C,0.104668228
YNR032W,0.124710336
YNL206C,0.116829077
YNR062C,0.001505111
YNL273W,0.202558449
YNR020C,0.102554086
YNL041C,0.158442899
YNL008C,0.083647101
YNL122C,0.200801311
YNL001W,0.153546205
YNL035C,0.052159184
YNL007C,2.711414927
YNL052W,2.930668944
YNL002C,0.614805711
YNR007C,0.06676075
YNL291C,0.174663346
YNL087W,0.314837127
YNL217W,0.139576099
YNL029C,0.049947878
YNL009W,0.121385131
YNL024C-A,0.239019192
YNL334C,0.026817031
YNL295W,0.138297142
YNL192W,0.214443766
YNL149C,0.297064442
YNL071W,0.424471019
YNL308C,0.416512073
YNL040W,0.11626474
YNL117W,0.438861679
YNR067C,0.617989196
YNL294C,0.119880307
YNL280C,0.144698255
YNL075W,0.277277818
YNR058W,0.018713936
YNL261W,0.092824015
YNL201C,0.23825701
YNR033W,0.26987384
YNL272C,0.087546255
YNR016C,1.002063126
YNL223W,0.04435996
YNR032C-A,0.084091174
YNL178W,1.663090678
YNL021W,0.154163917
YNL312W,0.175665682
YNL143C,0.020849862
YNL299W,0.144000532
snR19,0.671118341
YNL163C,0.200516775
YNL127W,0.1810813
YNL118C,0.632049402
YNL189W,1.684305918
YNL290W,0.176275576
YNL250W,0.145814927
YNL227C,0.142009649
YNL218W,0.064748713
YNL004W,0.298172586
YNL155W,0.112758054
YNL200C,0.055777997
YNL177C,0.209593012
YNL077W,0.506856108
YNL293W,0.083455822
YNL098C,0.217545622
YNL049C,0.230691862
YNR019W,0.513312766
YNL006W,0.244704059
YNR030W,0.274021963
YNL038W,0.059351014
YNL090W,0.109047936
YNL151C,0.133753676
YNR008W,0.07908533
YNL022C,0.179057607
YNL011C,0.039652366
YNL329C,0.139390241
YNL238W,0.540553242
YNL267W,0.347756086
YNL014W,0.021508702
NME1,0.310018839
YNL209W,3.304511133
YNL253W,0.050532445
YNL173C,0.295515877
